COUSUBA,PLACEA,TRACTA,BLKGRPA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AITSCEA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SLDUA,SLDLA,ZCTA5A,SUBMCDA,SDELMA,SDSECA,SDUNIA,PUMA5A,BTTRA,BTBGA,AH04E001,AH04E002,AH04E003,AH04E004,AH04E005,AH04E006,AH04E007,AH04E008,AH04E009,AH04E010,AH04E011,AH04E012,AH04E013,AH04E014,AH04E015,AH04E016,AH04E017,AH04E018,AH04E019,AH04E020,AH04E021,AH04E022,AH04E023,AH04E024,AH04E025,AH04M001,AH04M002,AH04M003,AH04M004,AH04M005,AH04M006,AH04M007,AH04M008,AH04M009,AH04M010,AH04M011,AH04M012,AH04M013,AH04M014,AH04M015,AH04M016,AH04M017,AH04M018,AH04M019,AH04M020,AH04M021,AH04M022,AH04M023,AH04M024,AH04M025,STATEA,COUNTYA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17240,85,0,0,2,0,0,0,0,6,27,162,168,317,393,180,6891,578,1342,2451,1909,1920,593,160,56,41,37,18,18,3,18,18,18,18,7,21,43,61,80,75,56,297,91,169,188,179,171,130,54,31,26,109
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57788,393,0,57,0,58,1,19,5,49,105,384,359,875,662,654,14899,1744,4042,8057,5741,11924,5316,996,1448,133,116,23,82,23,54,3,28,7,32,52,100,104,175,160,131,789,240,354,566,389,600,416,202,223,26,111
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10377,41,5,7,3,0,1,4,15,47,30,165,158,301,344,111,3654,618,967,1384,1129,931,380,60,22,25,16,8,12,5,16,3,6,17,22,18,47,44,59,62,32,170,89,92,121,103,82,65,25,12,26,113
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,104005,834,9,10,8,4,7,101,4,215,241,1042,1171,2161,2285,1833,32612,4893,9733,15823,11716,12881,5272,823,327,139,192,15,12,11,12,10,107,7,78,87,214,267,345,334,263,896,432,620,690,728,652,473,141,117,26,115
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43357,539,6,0,0,0,44,14,10,27,70,698,496,1154,1163,950,14229,2714,4390,7062,4246,3807,1356,296,86,108,103,9,23,23,23,45,13,12,18,38,131,137,209,190,164,565,268,327,425,302,319,182,150,41,26,117
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7399,119,0,16,0,0,0,10,0,12,12,158,88,196,179,128,2725,568,590,1115,597,580,255,34,17,20,44,14,15,14,14,14,14,14,10,10,51,39,76,49,44,143,107,79,140,102,78,64,21,16,26,119
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,116760,1247,40,0,14,13,117,30,57,278,402,1221,1215,2474,2465,2172,31999,8691,10668,18829,13121,14978,5436,874,419,64,220,35,23,15,17,69,26,52,118,136,216,220,323,307,276,1069,487,532,686,634,663,442,182,111,26,121
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33101,388,0,0,0,18,16,18,42,150,148,581,586,927,968,584,11514,2005,2887,4583,2727,3325,1290,184,160,72,92,21,21,21,15,16,12,24,71,62,107,134,124,151,97,431,215,273,258,210,237,115,58,58,26,123
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,868144,7287,58,67,121,256,317,480,824,2210,1317,4793,5022,9618,11415,10624,147956,18470,52641,130125,67483,225174,125982,30983,14921,73,692,42,62,78,118,98,124,196,371,230,544,490,815,692,673,2483,777,1332,2321,1489,2644,2169,1101,827,26,125
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18002,149,3,9,6,21,40,29,32,183,40,323,369,454,559,228,5455,916,1535,2801,1584,2099,853,169,145,131,48,4,15,9,15,25,18,26,58,26,79,93,74,122,57,293,112,145,190,142,174,103,40,76,26,127
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15616,163,1,0,1,0,0,3,7,21,62,330,400,472,595,288,5250,785,1520,2442,1439,1180,500,133,24,59,58,3,18,4,18,18,4,6,17,49,89,108,81,119,73,254,110,132,189,152,116,81,46,14,26,129
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5010,39,0,3,0,0,0,3,0,2,24,34,53,77,80,50,1940,142,378,750,565,615,203,36,16,18,29,14,4,14,14,14,3,14,4,14,18,24,25,31,18,115,46,51,91,66,86,35,18,11,26,131
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16105,119,0,13,4,14,10,6,3,32,19,483,196,402,454,257,6329,931,1280,2169,1385,1303,548,69,79,49,39,18,18,4,33,10,6,5,18,12,82,47,59,76,50,213,111,106,167,114,127,68,23,32,26,133
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6187,60,0,0,0,0,0,2,0,10,11,259,145,247,243,86,2030,405,620,957,437,445,182,44,4,27,27,14,14,14,14,14,7,14,14,10,67,43,64,61,31,156,82,99,125,78,74,49,25,5,26,135
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17049,157,0,0,0,0,0,6,7,28,26,71,210,309,364,261,5568,535,1332,2790,1641,2470,983,242,49,106,64,18,18,18,18,18,9,8,27,24,35,77,88,127,75,334,104,160,280,214,198,194,69,27,26,137
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,172590,1438,45,15,36,116,177,30,78,934,250,1933,1299,2196,2383,2573,43003,6188,12795,24834,16160,37735,14128,2391,1853,144,361,54,24,46,101,102,28,56,222,133,370,269,361,369,379,989,461,715,880,711,1272,726,285,285,26,139
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10009,65,0,0,0,1,16,0,4,13,18,236,133,232,226,209,3587,398,834,1538,876,975,507,102,39,27,36,16,16,16,2,25,16,4,9,15,46,37,56,46,46,176,58,102,115,74,121,99,35,18,26,141
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18974,109,0,15,0,0,0,4,4,32,31,219,210,555,671,302,6781,921,1793,2985,1651,1673,805,113,100,58,62,18,17,18,18,18,7,9,23,27,91,68,129,147,75,330,145,199,232,189,200,136,42,50,26,143
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,131855,1569,41,21,19,37,192,82,180,329,320,1538,1597,3004,3790,2033,38714,5534,10689,21474,12846,18221,6988,1764,873,109,292,41,20,30,29,82,53,99,105,122,229,247,316,407,253,1066,386,517,888,598,823,514,277,171,26,145
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,112002,1073,41,24,17,13,50,29,50,129,145,999,1251,2606,2596,2081,33913,4818,10924,18445,12620,12806,5777,1111,484,96,199,27,16,20,16,52,25,33,50,56,170,191,341,264,263,886,376,515,688,621,547,478,211,126,26,147
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40694,585,7,0,28,56,49,5,68,164,75,1129,864,948,880,685,13132,2294,3459,6367,3629,3921,1892,254,203,116,134,12,23,30,49,37,6,43,69,42,209,213,175,166,128,490,251,241,372,302,250,229,73,73,26,149
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29233,313,0,5,0,6,17,9,18,76,36,621,369,724,769,595,11210,1190,2265,4165,2780,2514,1261,194,96,44,85,21,6,21,10,18,16,20,43,28,120,73,107,121,104,321,138,163,268,256,195,125,50,52,26,151
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6070,170,0,0,0,0,8,0,0,3,2,64,73,87,114,106,2273,440,515,790,503,628,231,26,37,61,146,14,14,14,14,17,14,14,5,3,30,35,33,45,47,187,113,92,128,80,107,60,16,23,26,153
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47636,269,0,10,33,0,8,20,50,14,70,324,554,774,918,695,15542,2179,3870,9089,5482,5027,2208,346,154,95,89,23,9,31,23,11,23,46,14,35,92,146,152,144,116,578,233,300,474,396,370,269,93,59,26,155
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37932,335,0,13,4,31,0,11,32,55,78,523,370,911,1019,689,14080,1708,3155,5852,3837,3532,1391,252,54,60,94,23,15,5,36,23,10,32,29,38,103,102,143,121,96,519,218,252,367,289,238,178,71,28,26,157
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51079,683,13,11,11,40,89,69,111,460,119,855,970,1206,1091,746,13754,2922,4496,8186,4710,6929,2830,457,321,93,148,22,13,14,35,37,42,61,136,44,158,154,183,214,150,625,296,335,470,324,442,309,116,92,26,159
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,223988,1239,75,5,42,56,213,60,50,319,234,1143,1030,1982,2155,2360,28848,5493,11780,29434,15776,57485,41602,9838,12769,103,237,57,9,45,48,81,36,37,156,78,204,189,265,293,318,1201,409,677,1175,689,1209,1033,604,684,26,161
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1173262,18821,220,314,209,807,1325,1658,3895,8080,4245,13468,17779,30281,41174,26831,297590,56815,79130,206586,96254,161102,80610,16421,9647,91,962,116,79,84,218,236,308,424,658,454,731,797,1249,1526,1146,3428,1540,1873,2912,2181,2482,1670,855,669,26,163
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22725,225,0,4,0,10,9,3,18,31,50,193,327,673,459,440,7390,1179,2058,3369,2288,2786,940,184,89,55,84,21,4,21,16,9,4,15,23,30,53,70,124,87,107,330,157,187,247,218,225,133,67,73,26,165
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12338,67,0,0,0,0,1,0,0,22,21,187,107,187,256,227,4120,654,1157,1895,1378,1446,433,150,30,46,37,14,14,14,14,3,14,14,21,14,53,39,43,64,43,183,77,101,130,105,117,65,35,23,27,001
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,233378,2359,103,65,29,76,127,90,96,589,291,1195,1127,2550,2677,3362,57248,9020,17832,37360,30187,47125,15720,2550,1600,32,339,70,53,40,60,72,63,62,173,111,236,222,342,318,362,1372,504,816,1101,950,1247,645,281,238,27,003
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22920,106,0,7,0,9,34,1,0,26,59,404,160,332,336,222,6387,971,1627,3583,3144,3880,1032,325,275,46,35,18,8,18,18,26,3,18,19,41,75,64,69,67,64,245,116,151,246,214,221,132,85,83,27,005
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27843,112,0,13,3,2,0,0,11,27,43,389,230,581,704,390,6471,1479,1907,4548,3423,4780,1740,448,542,101,42,18,20,6,3,18,18,8,16,28,126,66,143,159,89,382,204,200,329,273,353,211,99,135,27,007
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26307,266,3,0,0,12,0,4,16,14,26,379,216,403,451,258,7236,1050,2151,4428,3568,4289,1092,257,188,113,109,4,18,18,14,18,6,21,23,24,101,123,128,140,67,410,159,266,367,363,356,161,92,81,27,009
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3672,31,0,0,0,0,16,0,0,0,2,137,64,71,51,37,1425,107,224,522,368,465,102,29,21,15,20,12,12,12,12,23,12,12,12,2,45,36,40,29,19,107,39,48,69,55,87,31,14,21,27,011
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38058,154,0,4,8,0,11,10,28,95,36,227,287,462,338,454,9251,1296,2303,6196,4637,8101,2801,665,694,116,59,20,5,16,20,16,17,26,79,39,71,125,110,106,90,420,219,222,376,300,423,252,133,140,27,013
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17285,101,0,0,20,0,3,0,35,37,28,453,159,257,227,121,6006,502,1123,2799,1988,2522,591,207,106,81,31,16,16,17,16,6,16,40,21,20,99,67,65,70,40,344,106,156,264,215,246,104,68,42,27,015
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24634,65,0,0,0,9,0,0,4,15,49,168,116,368,341,376,7498,1293,1842,4138,3057,3896,1113,189,97,77,22,18,18,18,12,18,18,6,24,31,51,33,109,69,304,507,228,203,268,265,281,162,58,43,27,017
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,63685,368,0,0,0,0,91,36,0,87,58,422,137,380,275,603,11483,1010,3495,7940,7081,21349,6838,1155,877,134,139,20,20,20,20,65,43,20,74,57,143,70,127,80,151,531,176,277,525,508,690,394,170,201,27,019
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20878,121,0,3,9,4,5,0,8,20,34,262,209,305,526,286,6160,935,1688,3510,2273,3148,1015,224,133,18,69,16,3,9,5,7,16,8,16,17,71,45,51,90,52,228,97,99,219,135,171,81,35,29,27,021
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8288,73,0,2,1,0,1,0,0,42,5,373,93,72,86,57,2632,308,693,1327,1047,1126,314,26,10,94,43,14,4,2,14,2,14,14,41,5,119,41,33,35,25,215,112,108,154,158,154,95,17,7,27,023
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37394,181,21,0,0,6,3,0,0,50,37,271,175,544,580,360,10829,1693,3263,6449,5011,5690,1684,345,202,82,90,28,20,20,10,4,20,20,39,27,94,64,129,148,110,555,193,300,438,365,439,245,82,72,27,025
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37462,256,0,0,0,0,62,20,17,82,12,323,114,244,444,400,8804,860,3090,5280,5004,8955,2665,286,544,187,99,20,20,20,20,63,27,17,49,11,91,47,96,102,117,584,133,381,508,433,611,288,69,147,27,027
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6033,41,3,0,0,0,2,0,4,12,8,234,93,187,209,65,1881,348,425,936,663,679,195,29,19,20,17,2,12,12,12,2,12,5,10,6,56,26,40,50,18,103,54,48,81,63,69,31,14,8,27,029
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4194,2,0,0,0,0,0,0,0,2,1,23,28,26,37,52,764,139,268,720,437,1059,412,150,74,48,5,12,12,12,12,12,12,12,4,5,23,36,17,23,45,92,42,72,96,77,120,79,59,34,27,031
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7888,113,0,0,0,0,32,1,6,21,28,155,75,88,138,112,2522,283,561,1403,737,1212,283,77,41,74,85,14,14,14,14,35,3,11,18,21,48,47,31,69,40,196,79,103,158,114,161,72,30,25,27,033
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44990,273,18,1,0,3,2,10,41,22,49,297,340,541,850,524,11775,1912,4006,7303,5962,7129,2808,765,359,117,79,20,3,20,7,3,14,35,11,32,81,88,107,177,90,423,196,329,439,356,452,284,150,90,27,035
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,278415,2088,12,9,42,135,251,114,270,917,482,1314,1231,1676,2411,3847,51693,7034,17609,41535,31409,78605,26544,5875,3312,108,344,20,14,39,121,112,58,126,250,172,267,238,259,380,460,1471,577,693,1381,949,1369,1068,462,430,27,037
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13372,39,0,5,13,4,10,21,0,26,9,68,142,136,145,96,4024,482,1032,2030,1800,2427,660,157,46,36,22,16,7,18,7,12,17,16,21,7,30,53,46,37,33,234,127,144,188,178,192,109,60,30,27,039
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26304,110,2,0,0,2,13,0,0,6,14,270,136,279,294,240,7207,563,1939,3595,5014,4682,1310,357,271,61,52,4,18,18,3,27,18,18,7,17,83,45,113,82,97,380,103,241,267,302,355,179,86,82,27,041
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10037,69,0,11,11,26,50,4,0,11,0,226,74,109,195,141,3718,235,676,1508,1234,1320,261,122,36,42,26,14,12,19,27,42,6,14,11,14,73,38,32,63,41,218,61,94,127,123,113,65,47,23,27,043
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14335,51,7,1,0,15,0,11,34,58,31,441,80,187,169,175,4468,413,1289,2163,1772,2100,654,147,69,43,23,6,3,16,17,16,19,25,39,29,73,31,36,41,41,204,61,104,131,118,123,74,37,23,27,045
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21872,153,5,10,32,9,27,10,23,137,33,433,289,359,409,314,7074,981,1687,3396,2812,2652,710,243,74,101,59,6,15,34,17,30,14,28,81,25,125,89,107,95,74,315,139,149,243,218,207,112,87,48,27,047
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32295,86,14,0,0,2,15,0,57,88,20,377,280,335,306,427,9302,1254,2584,5084,4086,5524,1827,375,252,83,36,16,18,18,5,16,18,70,66,24,124,118,85,88,90,435,229,262,304,277,347,201,90,84,27,049
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4217,15,0,0,0,0,0,0,0,0,9,48,21,92,78,39,1326,115,279,727,683,595,145,28,17,31,8,12,12,12,12,12,12,12,12,13,17,12,34,26,14,99,24,41,66,61,76,41,13,17,27,051
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,845407,12605,88,179,231,503,933,797,1277,4991,1410,5551,4987,5905,8973,10712,125530,20207,47847,112173,73193,259301,102674,29320,16020,60,885,57,104,93,167,231,202,308,522,263,723,558,561,624,695,2434,1011,1357,1832,1671,2727,1969,1085,867,27,053
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13332,57,0,0,0,2,0,1,4,10,15,184,51,90,149,204,3998,462,906,2029,2081,2196,630,122,141,25,23,14,14,14,4,14,4,5,9,19,72,24,26,56,53,247,96,139,174,163,189,114,37,83,27,055
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15095,81,4,0,0,0,0,0,4,57,11,158,88,213,228,256,4177,598,1059,2393,1746,2717,925,238,142,38,25,4,16,16,16,16,16,5,32,9,53,31,65,81,62,201,89,102,150,136,140,95,42,34,27,057
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26236,113,4,0,0,14,9,32,0,36,36,249,300,375,389,613,8244,1181,2634,4523,2956,3168,1056,192,112,72,49,7,18,18,17,20,59,18,36,34,64,148,89,85,120,454,184,276,304,260,297,144,60,54,27,059
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32507,106,0,3,3,0,5,1,4,24,99,288,323,423,549,309,8658,1563,2925,5936,3921,5025,1708,438,196,36,40,18,5,5,18,11,2,6,16,69,76,87,83,108,62,449,198,254,338,239,323,197,88,77,27,061
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7103,54,0,0,0,0,9,0,0,11,1,103,27,87,125,124,2327,129,541,1190,940,1068,289,56,22,36,36,14,14,14,14,14,14,14,10,2,43,18,45,44,41,165,41,70,106,107,128,82,24,14,27,063
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11293,64,0,0,0,0,3,7,2,5,25,188,97,320,253,234,3956,619,1042,1683,1128,1086,386,152,43,37,25,14,14,14,14,4,8,3,7,21,49,34,62,53,58,231,89,136,125,106,128,82,53,23,27,065
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28672,417,4,10,62,17,127,58,91,173,106,598,406,331,513,394,6857,812,1980,4908,4327,4382,1403,513,183,138,150,4,17,81,15,115,79,76,90,65,118,143,113,117,115,325,121,212,294,263,242,160,101,51,27,067
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3127,18,0,0,0,0,0,0,2,0,7,68,32,41,39,19,985,136,178,600,276,540,115,49,22,29,9,9,9,9,9,9,9,4,9,15,26,18,15,19,10,83,37,32,78,49,81,56,27,25,27,069
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9417,17,0,0,0,0,9,0,2,11,8,160,49,192,205,40,3092,547,817,1534,976,1218,385,93,62,46,15,14,14,14,14,9,14,3,20,9,71,33,79,100,32,245,113,147,180,136,193,96,44,43,27,071
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5022,28,0,1,0,3,0,7,3,6,1,101,17,76,56,38,1674,218,385,850,606,695,170,75,12,30,23,12,2,12,5,12,9,4,8,3,37,12,25,18,17,125,51,42,79,67,77,43,25,8,27,073
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8020,12,0,0,0,0,0,0,0,3,6,59,49,57,101,51,2258,271,671,1114,1044,1484,515,201,124,40,13,14,14,14,14,14,14,14,4,9,37,43,34,45,25,185,70,123,160,137,187,112,86,48,27,075
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2839,14,0,0,0,0,0,0,0,0,0,93,6,91,53,28,1098,84,205,498,187,390,90,2,0,50,17,9,9,9,9,9,9,9,9,9,56,9,59,36,28,192,68,75,110,82,96,52,4,9,27,077
